model,epoch,train_loss,elapsed_s,seed,val_ihm_auc_roc,val_ihm_auc_pr,val_decomp_auc_roc,val_decomp_auc_pr,val_pheno_macro_auc,val_pheno_micro_auc
centralized_oracle,73,1.2983644226323003,2.9385808799997903,42,0.853518000511589,0.7136885795869229,0.9118400275616549,0.7746784625978126,0.6514561653251378,0.742699573435788
centralized_oracle,74,1.3021045324595077,2.933499285019934,42,0.8583203373187778,0.7245085621858107,0.908868536648388,0.7787145007980086,0.6550853096996064,0.7449429904126437
centralized_oracle,75,1.2693995509458624,2.9354844230110757,42,0.8562748058849254,0.7260644614628983,0.9074732278717236,0.7780604733958584,0.6553424355943587,0.7463671314951781
centralized_oracle,76,1.2648706047431282,2.9207344720489345,42,0.8554067546269938,0.7149604537681064,0.9036413922463704,0.7733621174281816,0.6543042044040515,0.7454933831137858
centralized_oracle,77,1.2553840235523555,2.9030143190175295,42,0.8661204214834434,0.724688428723379,0.915846994535519,0.7794609854840837,0.654102104132549,0.7438212707760469
centralized_oracle,78,1.2375191919181658,2.926849808951374,42,0.8699292851779422,0.7135595234557539,0.9228110973940837,0.7738581942813143,0.6545696774758446,0.7469188655237367
centralized_oracle,79,1.2487536684326503,2.9204696640372276,42,0.8579283940226584,0.6985924798636894,0.9082417004009838,0.7539518087941732,0.656150993838904,0.7452152570750932
centralized_oracle,80,1.2436200027880462,2.929041185998358,42,0.8605647284039244,0.7136304925281086,0.9126113710966285,0.769461442693851,0.650034444568438,0.7441084106160551
centralized_oracle,81,1.2196848783804022,2.9159261360182427,42,0.8625046414337698,0.7155117500933003,0.9142373173322615,0.7685609321680781,0.6527220743191932,0.7443628072704435
centralized_oracle,82,1.223878024712853,2.9125100140227005,42,0.8610136066209537,0.718156570862949,0.9047505574536093,0.7719153325300552,0.6574300872142308,0.7470415445352667
centralized_oracle,83,1.2656246918699017,2.914358645968605,42,0.8659388898515568,0.7257439178093477,0.9133444345554247,0.7805253997088712,0.6569666439089572,0.7463879724902595
centralized_oracle,84,1.2309687264587568,2.920650137006305,42,0.865114571214034,0.7179892044356975,0.9074693998641057,0.7676501137534615,0.6575928423517774,0.747804051926452
centralized_oracle,85,1.1911211558010266,2.9266336740111,42,0.8660280053799374,0.7277959653546007,0.9121290421367939,0.7795507890549844,0.6597478001663474,0.7497640064388418
centralized_oracle,86,1.2023129572039064,2.917934921977576,42,0.8682810604747878,0.7166341179845358,0.9128630625974945,0.7669500533736607,0.6560384118015121,0.7452452152454202
centralized_oracle,87,1.1926940964615864,2.9125204669544473,42,0.863143302720499,0.7291253295096873,0.914642129137837,0.7855170103360954,0.6533037698004069,0.7462246487750122
centralized_oracle,88,1.1686639342619025,2.9011745490133762,42,0.8580348375704465,0.7163113445731253,0.9069612318528514,0.7704850533116907,0.655053032883404,0.7443416389245834
centralized_oracle,89,1.1542491415272589,2.9132439859677106,42,0.8572336229588006,0.7043010000100972,0.9023944187648933,0.7558598702145227,0.6553950777061402,0.7455046903974915
centralized_oracle,90,1.171857060815977,2.906651579949539,42,0.8651863587230075,0.7167004163005138,0.9092934454939565,0.7643848152391031,0.6546199390742281,0.7462459635672731
centralized_oracle,91,1.1772137621174688,2.928282963053789,42,0.8492891386324067,0.7140706133568655,0.901323533633832,0.7674248845130623,0.6537834502119102,0.7453004787457504
centralized_oracle,92,1.1564164713672969,2.919625726004597,42,0.8598055961251247,0.7179948836596376,0.9079392877991826,0.7694008764892566,0.6547182302413056,0.7459479760521602
centralized_oracle,93,1.192711460331212,2.9163690810091794,42,0.862103621556056,0.6980853315739693,0.9102915984802811,0.7533470967732434,0.6553890509318299,0.746394567138917
centralized_oracle,1,1.8629514253657797,2.9174486430129036,123,0.825104999546171,0.6672646869787378,0.8704994592939241,0.7208746217172679,0.5763388128533572,0.7054950497245022
centralized_oracle,2,1.673453244437342,2.9283708470175043,123,0.8381728016106808,0.6976593637360208,0.8857703386829738,0.7472216168986013,0.5894863170240973,0.7116283521870017
centralized_oracle,3,1.615728682797888,2.911466494027991,123,0.8321723560330387,0.6868882741470898,0.8845118811786437,0.7480390222896951,0.5877501575890489,0.7084022423613466
centralized_oracle,4,1.5992093941439753,2.9181293740402907,123,0.8334670066259047,0.6981230443597478,0.8871608624501163,0.760154557155042,0.5931179856318259,0.712706115100239
centralized_oracle,5,1.5825301916702934,2.9078149799606763,123,0.8428587931447055,0.7029356470501614,0.896053324146115,0.7589543670080025,0.5975313309559583,0.7142760342003283
centralized_oracle,6,1.5749251085778941,2.9150900460081175,123,0.8377346502628082,0.6951813114842984,0.8858823079057928,0.7527184324114163,0.5912693896520377,0.7121708210737089
centralized_oracle,7,1.5775053703266642,2.924108528997749,123,0.847397083941877,0.7093835905265734,0.9008813987539835,0.7698456790019963,0.6081111743124371,0.717373787049323
centralized_oracle,8,1.5750302579091944,2.9225367410108447,123,0.8324727083694334,0.7022009173951324,0.8846745715023974,0.7612660394627536,0.5945127714740024,0.7111659256330136
centralized_oracle,9,1.5648932493251302,2.9360955999582075,123,0.8528001254218547,0.7101198909700819,0.9048223325964418,0.7676708553096577,0.6042175642857003,0.7188489000938841
centralized_oracle,10,1.5474621067876402,2.9250869840034284,123,0.8509031198686372,0.7102510177929964,0.9032260534198464,0.7710545782068086,0.6045276596926495,0.7168235058298701
centralized_oracle,11,1.5238085674202961,2.9290069669950753,123,0.8404910430642539,0.7013825402408865,0.8980429311054329,0.7627378800532552,0.6177179983449919,0.7202417325574462
centralized_oracle,12,1.5354669259942095,2.927934488048777,123,0.8424936670214784,0.7095212753611996,0.8970304230905418,0.7701956235175113,0.6055347311912702,0.7198371148334491
centralized_oracle,13,1.5178925086622652,2.9192042829818092,123,0.8523058642968537,0.7134705659047929,0.9111131846152375,0.7761740091167381,0.6123591907151184,0.7225600581352281
centralized_oracle,14,1.5063503897708395,2.900937906000763,123,0.848751970030778,0.7101208085110815,0.9062118993616797,0.768538596720367,0.6199001580482968,0.725275505813606
centralized_oracle,15,1.5062276111996693,2.9029077909654006,123,0.8536194931966894,0.716286067263968,0.907904835730623,0.7773858125727683,0.6170689936520025,0.7228164112932638
centralized_oracle,16,1.519569818092429,2.9155298749683425,123,0.84614616596942,0.7083975003702254,0.9038280076177351,0.7771307248196219,0.6196996374062138,0.723402256691811
centralized_oracle,17,1.4834827218366706,2.9118632150348276,123,0.8500235165977672,0.6992043053590452,0.9045524580593916,0.7605267201363551,0.6179731400180536,0.7248762012055744
centralized_oracle,18,1.4929928634477698,2.90987812000094,123,0.8370860872507035,0.7059699812918364,0.8928770348252993,0.763756700819497,0.6157882347079108,0.7234974042866964
centralized_oracle,19,1.481056825492693,2.9033993439516053,123,0.8542416516077926,0.7217029645573624,0.9085417204980238,0.7803773584655959,0.6203358669759423,0.7239426753289047
centralized_oracle,20,1.489646856162859,2.9047724790289067,123,0.859445008292695,0.7228440688463481,0.9133932416525509,0.7761802087815041,0.6136981316844405,0.7211915063835976
centralized_oracle,21,1.4847755196301833,2.8971159270149656,123,0.8420584036768407,0.7077149151573218,0.8992439684954973,0.7697883738462334,0.5976662875060653,0.7046426394451786
centralized_oracle,22,1.5000214874744415,2.9241761970333755,123,0.8418512925877335,0.7207945723308544,0.9002631755237192,0.7809915022055347,0.617691308884178,0.721829446162089
centralized_oracle,23,1.4797651200190833,2.915870452998206,123,0.8601661839575545,0.7304657474389177,0.9096810312652522,0.7870102173887441,0.6204584115823172,0.7242809842508358
centralized_oracle,24,1.4775270601977473,2.9028288690024056,123,0.8561394823047916,0.7218414297700316,0.910883025657221,0.7845034947667586,0.6233880022445176,0.7228240488024513
centralized_oracle,25,1.4619905689488286,2.9217298949952237,123,0.8576263913987013,0.7216716928666678,0.910421750739284,0.7799058825772034,0.6204789392100871,0.7218509950658974
centralized_oracle,26,1.4421911506549172,2.9098916910006665,123,0.8592378972035877,0.7223858022276466,0.9122218713215238,0.7785099180908196,0.6252997128165841,0.7255678072558291
centralized_oracle,27,1.4547830703465834,2.9264673630241305,123,0.8585406507083859,0.7229541696213948,0.9125893600528264,0.7810494912018234,0.6278388603300253,0.7267833032625327
centralized_oracle,28,1.4307267002437425,2.9205670909723267,123,0.854169038955038,0.7181915430671043,0.912480261835721,0.7794689629178225,0.625948655902828,0.726788556077039
centralized_oracle,29,1.4588085625482643,2.9021210980135947,123,0.8495168783160465,0.705879052221796,0.9031896873474778,0.763933018485877,0.6243414887816348,0.7260343226541401
centralized_oracle,30,1.4423825815967892,2.9066837000427768,123,0.8556072645658506,0.7179167213757289,0.9082503134181238,0.7774118266421102,0.6327120020129485,0.7291012584170651
centralized_oracle,31,1.434367929334226,2.913793745043222,123,0.8590885461791716,0.7240483117640224,0.9086158881456174,0.7762889886940952,0.6346195433609213,0.7322725222919901
centralized_oracle,32,1.429534192448077,2.909276882011909,123,0.861552425510145,0.7172196134941494,0.9110150919200329,0.7699989311436163,0.6311208342130327,0.7267468852350452
centralized_oracle,33,1.4313170676646025,2.9234863269957714,123,0.8479094982300667,0.7101630077699033,0.9060281549960284,0.7697702237747035,0.6285874317260366,0.7287875722531578
centralized_oracle,34,1.428145606621452,2.920942266995553,123,0.8638512760848578,0.7239960859696566,0.9143971366503019,0.7802663110926366,0.6364882682179455,0.7329409923445686
centralized_oracle,35,1.4082231335017992,2.918277302000206,123,0.8528735632183908,0.7199475316937385,0.9070732010756701,0.7781320687588608,0.6280035006220355,0.7290724545889574
centralized_oracle,36,1.4197242262570755,2.910825892991852,123,0.8550857736960665,0.7185828051631216,0.912683146239461,0.7812132006056534,0.6341296791104615,0.732879965240901
centralized_oracle,37,1.395615525867628,2.9194411480566487,123,0.861527671196706,0.7245965893257996,0.9152268573014459,0.7827477511199394,0.6391188044491058,0.7347104266768694
centralized_oracle,38,1.4237933568332506,2.9048444789950736,123,0.8520777120413231,0.7133984345822652,0.9089383977874116,0.7743676560093072,0.6360284382343371,0.734422599704267
centralized_oracle,39,1.4072917909725853,2.9054877510061488,123,0.8626374895825597,0.709942486095102,0.9138009244638399,0.7657825810105119,0.6280195514095128,0.7268105919531357
centralized_oracle,40,1.3982611961986708,2.90097317105392,123,0.8484252130933816,0.7079797711793828,0.90639755773114,0.7666293724615079,0.6366073295872577,0.7331797911904177
centralized_oracle,41,1.4020254935907281,2.894503499031998,123,0.8542853842282019,0.7179246332974725,0.9105700860344712,0.7625941628159578,0.6317837262694304,0.7331209759848131
centralized_oracle,42,1.3917354708132537,2.9118768959888257,123,0.8482106757102426,0.7109106944182004,0.9073890117041332,0.7691944343643863,0.6349360576059199,0.732645515194405
centralized_oracle,43,1.386478034309719,2.9161183669930324,123,0.8593426904638133,0.721452036319802,0.9117481553788291,0.7662492597441979,0.6401801277303241,0.7351257425891604
centralized_oracle,44,1.3995061394960984,2.9023835270199925,123,0.8618602041405715,0.715303184799165,0.912010373900644,0.7687264343508555,0.6343654934137073,0.7324215864857048
centralized_oracle,45,1.3888553186603214,2.9087568830000237,123,0.8580381381455718,0.714562481041502,0.9064946934244399,0.7656192643423682,0.6393822299114632,0.7344438339256707
centralized_oracle,46,1.375764339643976,2.9137144059641287,123,0.8479994389022287,0.7048088605005286,0.9007943115806801,0.7702124416528814,0.6393227620466757,0.7347354239120221
centralized_oracle,47,1.3861289542654287,2.9118217219947837,123,0.8493105923707205,0.7120974896112913,0.8986372292880863,0.7694842281452823,0.6374412353626542,0.7342934598221067
centralized_oracle,48,1.3688965043295984,2.910375910985749,123,0.8629782739642383,0.7248273714108616,0.9092685634444412,0.7872678073898248,0.6426777307606625,0.7373173023380293
centralized_oracle,49,1.3609435801920684,2.9107910729944706,123,0.8555882862588805,0.7181761866258323,0.9012019943919689,0.7699772235062811,0.632664162399445,0.7324095657191876
centralized_oracle,50,1.388715417229611,2.9111748359864578,123,0.8621217747192449,0.7152431139899521,0.9127453513632492,0.771358092121555,0.6341528415297238,0.7325929024246056
centralized_oracle,51,1.3886710382026175,2.9077906159800477,123,0.8581437565495788,0.7254800292760112,0.9098934856880365,0.7776014213168455,0.64473237587941,0.7398140178746335
centralized_oracle,52,1.3775727134683857,2.928039873018861,123,0.8617133285474995,0.7277145459263761,0.9117529403883515,0.7812794067178593,0.6449244982563271,0.7386712874867467
centralized_oracle,53,1.3692136997761934,2.9331525710294954,123,0.8511432367089964,0.7103047317101717,0.9071526322337382,0.7664191346176532,0.6426622126348286,0.7372841476836289
centralized_oracle,54,1.3728083776391071,2.9051227350137196,123,0.8584391580232855,0.717413161256148,0.9080206329610595,0.7593206690955224,0.6398054791424841,0.7350629854923688
centralized_oracle,55,1.3498096973999687,2.896916751982644,123,0.8541442846415987,0.7211264054522549,0.903860545682486,0.7651858357284715,0.6394058954558075,0.7339257339227765
centralized_oracle,56,1.339407140534857,2.892427730956115,123,0.861408025348417,0.7220446325621824,0.9119720938244668,0.7739731281779536,0.6406413390140728,0.7366520383974882
centralized_oracle,57,1.3468860760979031,2.9171453960007057,123,0.8660502842620327,0.732445367872955,0.9167705013732976,0.7865985698590185,0.6450740456508406,0.7392679015097462
centralized_oracle,58,1.3312559827514316,2.8994127880432643,123,0.8528966672442673,0.7252198132219886,0.903463389892146,0.7661335626433424,0.6447384789609291,0.7384980809197422
centralized_oracle,59,1.3250333897445512,2.9035005969926715,123,0.8563771237138071,0.7184024494254796,0.9031092991875053,0.7585628267406148,0.6466911477072808,0.7359330124122779
centralized_oracle,60,1.3261048690132473,2.9275641549611464,123,0.866537119093002,0.7265159331445752,0.9100801010594011,0.7724858967796915,0.6427457512416832,0.7370684660862628
centralized_oracle,61,1.3151133381802103,2.916523767984472,123,0.8653777920802701,0.7322834516957656,0.914598107050233,0.7826136474595624,0.6458141351337312,0.7384669111461464
centralized_oracle,62,1.3031397671803184,2.9107731959666125,123,0.855393552326493,0.7176711183874812,0.9028346396409328,0.7714048264967448,0.6448962964195266,0.740074418831461
centralized_oracle,63,1.2790802675744761,2.9163033040240407,123,0.8420286985007137,0.7066358043973767,0.8960351411099308,0.7612246259921337,0.6467761433531662,0.7404048257285598
centralized_oracle,64,1.312246821237647,2.9200516320415772,123,0.8566898532069214,0.7203156427627802,0.9092848324768166,0.7680628342909723,0.6491588674884341,0.7404355693380615
centralized_oracle,65,1.2990548843922822,2.8996292459778488,123,0.8519304238763605,0.7220710121658425,0.9070751150794791,0.7781942151614591,0.6451836191746044,0.7391110280236954
centralized_oracle,66,1.2745929984942725,2.9137160960235633,123,0.8542276241635105,0.7092256547077541,0.9029437378580384,0.7611805704641467,0.6495037396103407,0.7388671045672828
centralized_oracle,67,1.2705242169939954,2.903845420049038,123,0.8581998663267074,0.724590444593069,0.9122773774319811,0.7814297312215013,0.6478265918928698,0.7412775469582057
centralized_oracle,68,1.2865823634292768,2.9057693160139024,123,0.8507595448506903,0.7062874556402652,0.9069899419099844,0.7677682555863253,0.6491011870746288,0.7410443510807143
centralized_oracle,69,1.26228470750477,2.9125514840125106,123,0.8539866821793698,0.7190030704890167,0.907622520168815,0.773417136869993,0.6468876189951748,0.7395263738333486
centralized_oracle,70,1.239135858286982,2.9314868369838223,123,0.8422292084395705,0.7058626496391668,0.8965691481726049,0.7617944627546206,0.6474450913487593,0.7401516163541628
centralized_oracle,71,1.2786859595257303,2.9238001219928265,123,0.8565058461436905,0.7216380922532728,0.9146698821930656,0.7781443160116814,0.6412828792533333,0.7364583460566034
centralized_oracle,72,1.2665697346562925,2.91762361000292,123,0.8639750476520536,0.72142159375822,0.9164499057353126,0.7770557293034058,0.6475908910847528,0.7411801038539906
centralized_oracle,73,1.2742657404878865,2.9058008060092106,123,0.859379821933972,0.7112120873509135,0.9096571062176413,0.7631346496399964,0.6504796924390546,0.7417095303965183
centralized_oracle,74,1.2524072330930958,2.920704140968155,123,0.8537713196524493,0.7158234803374584,0.9049151617811719,0.7701283117617912,0.6442219382174124,0.7392949966275978
