round,seed,epsilon_level,mode,val_ihm_auroc,val_ihm_auprc,val_decomp_auroc,val_decomp_auprc,val_pheno_macro_auroc,epsilon_ihm,epsilon_decomp,epsilon_pheno,train_loss,ihm_loss,decomp_loss,pheno_loss,elapsed_s,grad_sim_ihm_decomp,grad_sim_ihm_pheno,grad_sim_decomp_pheno,sigma_decomp,sigma_ihm,sigma_pheno
44,42,0.5,uniform,0.5150273565447451,0.1426042110979795,0.5234578821485708,0.1061251378639644,0.5479693971210344,0.3194363617619096,0.3194363617619096,0.3194363617619096,0.7853253276847856,0.3971213343752524,1.3456038129902304,0.4480481192014103,5.9,,,,1.1620527505874634,0.6302047967910767,0.6710776686668396
45,42,0.5,uniform,0.5507508055352852,0.1481805499610435,0.4144640973484014,0.0851622299613001,0.5243421766877683,0.3233148481321872,0.3233148481321872,0.3233148481321872,0.7893867181638443,0.3971228299572998,1.355222680422937,0.4485179158537669,5.9,,,,1.16252601146698,0.6307376027107239,0.6681197881698608
46,42,0.5,uniform,0.5123545954663441,0.1409035468837811,0.5081279784048683,0.1039936503449686,0.5481168600825675,0.3271715515448911,0.3271715515448911,0.3271715515448911,0.7894792921157904,0.3972885916456905,1.3551028305786663,0.4484230403556574,6.0,-0.0002183754695579,0.5154675245285034,-0.0001179384635179,1.1612796783447266,0.6303129196166992,0.6709046363830566
47,42,0.5,uniform,0.5069511780641163,0.1445994612187871,0.4987498283608541,0.1021988041481594,0.5285268417614488,0.3309650747416627,0.3309650747416627,0.3309650747416627,0.7867933290494061,0.3970021297057122,1.346502727556437,0.4492156199753024,5.9,,,,1.1582247018814087,0.6311882138252258,0.669998288154602
48,42,0.5,uniform,0.5416470905764867,0.1514602776450097,0.5065542204070163,0.1032770577857935,0.5275989255282187,0.3347585979384344,0.3347585979384344,0.3347585979384344,0.7922829742254649,0.3964525670073438,1.3660218510044717,0.448257418178575,5.9,,,,1.164968490600586,0.6314458847045898,0.6675387024879456
49,42,0.5,uniform,0.5036457344116011,0.1385078681947396,0.4966278895250625,0.1019236724174408,0.5441829382755546,0.3384693915644823,0.3384693915644823,0.3384693915644823,0.7892161576508434,0.3963772749536423,1.357887847975352,0.4483222754501359,6.0,,,,1.165187954902649,0.62908536195755,0.6699162125587463
50,42,0.5,uniform,0.5032508805075455,0.1372317904662476,0.5139860623691418,0.1107514374059987,0.5464908502396076,0.3421779806911471,0.3421779806911471,0.3421779806911471,0.787561080471397,0.3969469960600008,1.3518595055201168,0.4481532640071936,5.9,,,,1.163174748420715,0.6291506886482239,0.6697770953178406
51,42,0.5,uniform,0.5044521027219929,0.1417453338870772,0.500330505145981,0.1022503993862401,0.5448884366797613,0.3458422829882053,0.3458422829882053,0.3458422829882053,0.7889798288782611,0.3971140125042486,1.3566322711877947,0.4476832133193203,5.9,0.002541538560763,-0.4045835435390472,-0.0024976623244583,1.1628352403640747,0.6291264295578003,0.6699393391609192
52,42,0.5,uniform,0.5120093065565741,0.1406236856630298,0.4967055928283044,0.1020447505706387,0.5476687398958485,0.3494659671280074,0.3494659671280074,0.3494659671280074,0.7839621715410308,0.3965673591111945,1.346975604519573,0.4470110529114586,6.0,,,,1.1593549251556396,0.6307762861251831,0.6670771241188049
53,42,0.5,uniform,0.510933038109233,0.1441497221734334,0.4794575883662189,0.097556544722406,0.5460728720832924,0.3530896512678095,0.3530896512678095,0.3530896512678095,0.7869516350816952,0.3966541183567463,1.3561199716084908,0.4465617226461135,6.0,,,,1.1619043350219729,0.629895031452179,0.6686456203460693
54,42,0.5,uniform,0.5127123797528248,0.144938676999204,0.546128086976607,0.1152155719637663,0.5455484299564778,0.3566384785922024,0.3566384785922024,0.3566384785922024,0.7872912682039769,0.3969024532356637,1.354275465271879,0.4471686173994988,5.9,,,,1.164568305015564,0.6311838626861572,0.6683095693588257
55,42,0.5,uniform,0.5085301771677813,0.1404465626288681,0.4987567471481291,0.1022122565369787,0.5467267291223477,0.3601772868082525,0.3601772868082525,0.3601772868082525,0.7858010544787328,0.3965817705512567,1.348996325090983,0.4479717077386431,5.9,,,,1.161695122718811,0.6309065222740173,0.6698041558265686
56,42,0.5,uniform,0.5130493384114545,0.1421829813741713,0.5033343232521281,0.1028083144922352,0.5472726207454465,0.3637130571429489,0.3637130571429489,0.3637130571429489,0.7880482516174233,0.3968095314815055,1.3524770104208368,0.4485861389657816,5.9,3.1575248726767313e-07,0.5176501870155334,-7.751913813081046e-07,1.1674330234527588,0.6301881074905396,0.6695748567581177
57,42,0.5,uniform,0.5110030122188124,0.144367644893348,0.498777503509954,0.1022292656325834,0.5489769528127314,0.3671670184782467,0.3671670184782467,0.3671670184782467,0.7840622188482743,0.3961782247869208,1.3464443189087911,0.4476802382927274,5.9,,,,1.1652357578277588,0.6311900019645691,0.6702484488487244
58,42,0.5,uniform,0.5060989933724522,0.1403681227022076,0.5033508218987068,0.1028097043411312,0.5469799070893564,0.3706209798135444,0.3706209798135444,0.3706209798135444,0.7852550866041642,0.3970456303597537,1.3497372941158745,0.4467222397764697,5.8,,,,1.162611484527588,0.6310521364212036,0.6705267429351807
59,42,0.5,uniform,0.502630693310142,0.138060452800335,0.5033827547630529,0.102813099761572,0.544592863957079,0.3740749411488421,0.3740749411488421,0.3740749411488421,0.7864599283865966,0.3964263449980182,1.352872875059536,0.4474394204314619,5.8,,,,1.1608490943908691,0.6304385662078857,0.669857382774353
60,42,0.5,uniform,0.5124741345702091,0.1406581473187627,0.4987610048633752,0.102198904926218,0.5471467199601532,0.3774473650440013,0.3774473650440013,0.3774473650440013,0.7834040663127816,0.3968153064948502,1.345530326449715,0.4467009069097094,5.8,,,,1.1627285480499268,0.6306531429290771,0.6671512722969055
61,42,0.5,uniform,0.480073622759579,0.134689477877708,0.4340596995543236,0.0905215379716661,0.5471662740867435,0.3808165085214573,0.3808165085214573,0.3808165085214573,0.7890042451791889,0.3969275027383362,1.3587195719693943,0.447231434318176,5.8,2.9366801754804328e-05,0.7654885053634644,-0.0001011384811135,1.165858507156372,0.6299071311950684,0.6681129336357117
62,42,0.5,uniform,0.5104569642565584,0.1447245137793453,0.4449168734319633,0.0881475841135833,0.5459081387632491,0.3841856519989133,0.3841856519989133,0.3841856519989133,0.7862591966010598,0.3969215832683196,1.3510467891609823,0.4473223847593282,5.8,,,,1.1615601778030396,0.6291484832763672,0.6707582473754883
63,42,0.5,uniform,0.5070498915401301,0.1424399369401786,0.4237879615230273,0.0881352063521984,0.544712406277254,0.387501060570543,0.387501060570543,0.387501060570543,0.7866646193260709,0.3968418018005821,1.352964430657016,0.4471335722109116,5.8,,,,1.1637356281280518,0.6293231844902039,0.6698232889175415
