model,seed,round,train_loss,ihm_loss,decomp_loss,pheno_loss,elapsed_s,sigma_decomp,sigma_ihm,sigma_pheno,val_ihm_auroc,val_ihm_auprc,val_decomp_auroc,val_decomp_auprc,val_pheno_macro_auroc
VFL-MTL,123,39,0.6165079431502579,0.3285858504246416,1.1875114716817199,0.43773443821215735,5.6,1.0932981967926025,0.5722122192382812,0.6622206568717957,0.7928049954850038,0.44213455744897356,0.6986016598702887,0.2048861453595114,0.6033501564508285
VFL-MTL,123,40,0.6158118780263127,0.328195942736609,1.1881943561104187,0.4374072066300821,5.6,1.0952341556549072,0.573520302772522,0.6619350910186768,0.783994921878905,0.4511105104208932,0.7079079609695242,0.21070565505527486,0.6012308595357988
VFL-MTL,123,41,0.6157460094279077,0.3283649140310079,1.1889583387749685,0.43686179654046436,5.6,1.0926706790924072,0.5742501616477966,0.6591755747795105,0.7948992206217034,0.44043245493481,0.7016406041272163,0.21074682337289358,0.5971378350352601
VFL-MTL,123,42,0.6170849658256015,0.327713173810051,1.1925487474062557,0.43759658021697834,5.6,1.0929489135742188,0.5725942254066467,0.660871684551239,0.7854702093558718,0.45114666833028166,0.7114950860643916,0.22280930593068582,0.6023077192053232
VFL-MTL,123,43,0.6175811198340754,0.32678090833029894,1.2001278861120799,0.4364805757739138,5.6,1.0952868461608887,0.5738305449485779,0.6616870760917664,0.7915612889897405,0.4538455219185377,0.7158038938934783,0.2152637663216744,0.6053340437373332
VFL-MTL,123,44,0.6079986976484024,0.3274689856835328,1.1744653228589021,0.4366017012616953,5.6,1.0874688625335693,0.5737485885620117,0.6590828895568848,0.7798422916854099,0.44626065369595713,0.7135483692418394,0.21116340943435735,0.6029190204787931
VFL-MTL,123,45,0.6152141561414477,0.32885030962884687,1.1877475115409584,0.43618114845721484,5.6,1.088167428970337,0.5744657516479492,0.659955620765686,0.7892329837959955,0.44362812123167195,0.6993786929027079,0.19602832543994597,0.5987568686483776
VFL-MTL,123,46,0.6126208387347809,0.32591621538697374,1.188860829220068,0.4373987630725428,5.6,1.0921283960342407,0.5723288655281067,0.660774827003479,0.7907507555537785,0.4383392819607822,0.7154494390992379,0.2107621759308836,0.6072944906233048
VFL-MTL,123,47,0.6017752021681273,0.32460453442611026,1.1700202398425106,0.4366326139483389,5.6,1.0838497877120972,0.5706197619438171,0.6618446111679077,0.7847538077577962,0.440411335198317,0.7228312529072213,0.22516337134258085,0.6009954934114622
VFL-MTL,123,48,0.6034250985587007,0.32505396255759694,1.1720206956155435,0.43678678149219163,5.6,1.0850911140441895,0.5711091756820679,0.6621459722518921,0.796795185781261,0.4544045019958891,0.7076535624835678,0.21465116434937084,0.6053973146434874
