model,seed,round,train_loss,ihm_loss,decomp_loss,pheno_loss,elapsed_s,val_ihm_auroc,val_ihm_auprc,val_decomp_auroc,val_decomp_auprc,val_pheno_macro_auroc
abl_experts_2,42,14,2.013751895146599,0.34322261276724036,1.227687988999629,0.44284130092791596,5.3,0.7643230338108233,0.3894327472151681,0.6633456487746827,0.174106912536502,0.5750750779330022
abl_experts_2,42,15,2.015080585229865,0.34034121199205974,1.233130914935899,0.4416084647438932,5.3,0.7747058588322322,0.40805549245955114,0.6550276698269558,0.17354208257188816,0.5784415762899078
abl_experts_2,42,16,2.0050547768455407,0.3383400343260911,1.225131547867471,0.4415831915936616,5.3,0.778287866822609,0.41483699640393384,0.6700643234330811,0.18229647093179965,0.5857568930959837
abl_experts_2,42,17,2.0065527243385146,0.3424545773121988,1.2223048845232833,0.4417932593145745,5.3,0.7751381988664194,0.41717675345683997,0.6758250121610992,0.18849888870271003,0.5839299089494431
abl_experts_2,42,18,2.004978879049876,0.3365062986659171,1.2274055983301855,0.4410669786701036,5.3,0.7759029159211092,0.42258606783908775,0.6617788095641057,0.19066985938395775,0.5802638750185339
abl_experts_2,42,19,2.003269935799478,0.3409981389233119,1.2215380273011054,0.4407337549992524,5.3,0.7685252289986038,0.41440698878718224,0.6751969991622946,0.1853438173771255,0.5871218499194764
abl_experts_2,42,20,1.9975930238915323,0.3381925261046689,1.2188342598848467,0.44056624187132154,5.3,0.7821506042764177,0.4323583814524846,0.6916094270073265,0.20628123334250845,0.5892408844115598
abl_experts_2,42,21,2.0143086379271926,0.33877255478019797,1.2352342910121101,0.4403018023509646,5.3,0.7710063943007756,0.4179723236910525,0.6995670968023494,0.20929556666077567,0.5855907803292404
abl_experts_2,42,22,2.006484336207527,0.3345564929809112,1.2318762020252678,0.44005164803375846,5.4,0.7838258177807544,0.42088391750758025,0.6713267360035594,0.18999851984158475,0.5833998054895899
abl_experts_2,42,23,1.9945065808608542,0.3330113468732376,1.220035230228474,0.44146000128646085,5.3,0.7917437214897155,0.43728024428366485,0.6847417323153137,0.20041566828097207,0.5826983474318463
abl_experts_2,42,24,1.9940288118920473,0.33179841974676955,1.2223922480141751,0.43983813833982144,5.3,0.7855543448923897,0.4231061678565863,0.6996235115293608,0.19778908336721357,0.5893607320516235
abl_experts_2,42,25,1.9889113262751217,0.33502385911722893,1.2145505984797749,0.43933686171556663,5.3,0.7729656693690001,0.41172178173936014,0.699873652300071,0.20555220863058232,0.5873447093022598
abl_experts_2,42,26,1.9780947402054565,0.33335844378544255,1.2056006474265886,0.43913564190073306,5.3,0.7857925900750057,0.4327275343247649,0.6777016001558323,0.1854166584273823,0.588887851617081
abl_experts_2,42,27,1.980265654330691,0.3335941210063784,1.2071196868950622,0.4395518440867095,5.3,0.7756505093115548,0.4108232822554259,0.6949799408390467,0.19627344492278442,0.5901671038007009
