model,site,task,epoch,train_loss,elapsed_s,seed,val_auc_roc,val_auc_pr
local_B,B,binary,4,1.234073884295721,29.852613270282745,7,0.7025731680712147,0.19664054520946309
local_B,B,binary,5,1.2321251944033769,30.05942032393068,7,0.6959796263684691,0.185661907692883
local_B,B,binary,6,1.2252715162552186,29.767595800571144,7,0.7024359744235056,0.21129327344419507
local_B,B,binary,7,1.236108474705341,29.824121398851275,7,0.7018347213881897,0.211284632639694
local_B,B,binary,8,1.2254747467754532,29.812828817404807,7,0.7077700334587569,0.2143827148395163
local_B,B,binary,9,1.2219412859773984,29.91316231060773,7,0.7030694642175725,0.20330242986775604
local_B,B,binary,10,1.219688283048407,30.160388257354498,7,0.6982324510207433,0.204659537653274
local_B,B,binary,11,1.2157179219444303,29.97504606936127,7,0.7050239114283807,0.21060190392743366
local_B,B,binary,12,1.2142611061134478,29.79318047873676,7,0.701827974159614,0.20084105800301466
local_B,B,binary,13,1.2162888635249034,30.253809366375208,7,0.7003720721713556,0.21494368819419493
local_B,B,binary,14,1.2114322966467725,30.178355908952653,7,0.7010940256289728,0.21211356301175227
local_B,B,binary,15,1.2077940619774978,29.952679098583758,7,0.7076590790332871,0.21635557537776393
local_B,B,binary,16,1.2030779088500643,30.251913145184517,7,0.7001224247140487,0.21948396178053386
local_B,B,binary,17,1.2051893592315868,30.04550413135439,7,0.6983583992874927,0.2101077772737743
local_B,B,binary,18,1.2028125178639906,29.749073955230415,7,0.7018189778548461,0.20796282385887255
local_B,B,binary,19,1.2017844719608335,30.172757063061,7,0.6935228854747911,0.2143066633339611
local_B,B,binary,20,1.1973920107757958,29.879315544851124,7,0.6920354964198456,0.2047206567873205
local_B,B,binary,21,1.2041735755701135,30.193986875005066,7,0.6947658749168779,0.20209136956875812
local_B,B,binary,22,1.2052986939458081,30.083187948912382,7,0.7017657497183034,0.21300647702135003
local_B,B,binary,23,1.1948521389578382,30.04362813476473,7,0.697803627160144,0.20784247606988585
