n_sites,seed,convergence_round,round,train_loss,ihm_loss,decomp_loss,pheno_loss,elapsed_s,sigma_decomp,sigma_ihm,sigma_pheno,val_ihm_auroc,val_ihm_auprc,val_decomp_auroc,val_decomp_auprc,val_pheno_macro_auroc
2,42,45,11,0.6177062099417224,0.3434224975291298,1.3553512734096644,0.7028404945369371,4.0,1.166943907737732,0.5871253609657288,1.0,0.7688621876572335,0.4067545377232959,0.5249086986186907,0.11678976967370093,nan
2,42,45,12,0.6161802529507849,0.3445051645607927,1.3469103681468546,0.7009100734406684,4.0,1.1626704931259155,0.5874147415161133,1.0,0.7699617808077677,0.4085876024119758,0.6337353680954494,0.16081360064718098,nan
2,42,45,13,0.6017280122078141,0.34220634661126864,1.3172125904841194,0.7005705351912819,4.0,1.1507271528244019,0.5843586325645447,1.0,0.7763610797338318,0.4204485084812067,0.6577872015208559,0.16669247249640878,nan
2,42,45,14,0.5886133107556005,0.33965662590280893,1.2927617545211159,0.6952412878061486,4.0,1.1419768333435059,0.5835660099983215,1.0,0.7711971570518908,0.4212778078453403,0.5933929839239318,0.1315639733473796,nan
2,42,45,15,0.5755266836116407,0.33781598710076777,1.266260054694513,0.692310525860849,4.0,1.1269892454147339,0.5809800028800964,1.0,0.772803229471762,0.40347169451385134,0.6903778828723824,0.17752630207453043,nan
2,42,45,16,0.566161683553171,0.3376605025285196,1.2432133529384064,0.6924117186704577,4.0,1.1191277503967285,0.5817459225654602,1.0,0.7718577459673255,0.4160551147020377,0.6940916749958221,0.18144300667792404,nan
2,42,45,17,0.5670499074146738,0.339515239065391,1.2388272233404967,0.6884655640114863,4.0,1.1125379800796509,0.5830032229423523,1.0,0.7777147455441488,0.43183174135115043,0.6948335818774609,0.1927080434005354,nan
2,42,45,18,0.5644724673579353,0.33636288208211873,1.2438972915103863,0.6882845772405899,4.0,1.1125938892364502,0.5817472338676453,1.0,0.7841977634941738,0.4288878538910793,0.6926121189477908,0.18373246312982533,nan
2,42,45,19,0.5520990009391151,0.33555819513886254,1.2164249152075255,0.6868282022955116,4.0,1.106432557106018,0.579691469669342,1.0,0.7783461785805919,0.4162719229749769,0.6957984865951158,0.18839548765015168,nan
2,42,45,20,0.5558472582867052,0.3361924900693664,1.2233891148754603,0.6875115086418052,4.0,1.1088522672653198,0.5780582427978516,1.0,0.7167148155182582,0.302840365374232,0.6892644903355186,0.18215182484279685,nan
2,42,45,21,0.5566184808333368,0.3388436914921848,1.2154636003044494,0.6824199854026195,4.0,1.107060432434082,0.5795580744743347,1.0,0.7816532882833351,0.42970379526012303,0.6825043029534706,0.18626488112341885,nan
2,42,45,22,0.5490500324417931,0.3336696270771943,1.2158344645687587,0.6840053880058522,4.0,1.106070637702942,0.579109787940979,1.0,0.7356361479585886,0.4124860435312556,0.6912954205079241,0.196876718975516,nan
2,42,45,23,0.5568987530652092,0.33694076564114167,1.2231923875329795,0.6786740247859705,4.0,1.1085432767868042,0.5794735550880432,1.0,0.7778663561149043,0.42212162844941953,0.6971604232594726,0.1958603097243508,nan
2,42,45,24,0.5533020459928888,0.3333499433562225,1.2274621139447242,0.6795626175976216,4.0,1.1102083921432495,0.5785553455352783,1.0,0.7718877348714309,0.4244719954653456,0.6981647118431542,0.19715291329966972,nan
2,42,45,25,0.5462531512481157,0.3333154510722931,1.210368298807519,0.679611498351701,4.0,1.102475643157959,0.578488826751709,1.0,0.780412497375971,0.4295162367309768,0.694294980898825,0.18709598245656806,nan
2,42,45,26,0.5479394093351072,0.33263684666052656,1.2169724796536707,0.6757395007204281,4.0,1.1019880771636963,0.5753071308135986,1.0,0.7855435155659073,0.43572685648315135,0.6957777302332908,0.20040984953686888,nan
2,42,45,27,0.5404843297587733,0.3314256404555,1.2033810938289593,0.6758089159253383,4.0,1.0997258424758911,0.5747511386871338,1.0,0.7779221687975448,0.44001201185979605,0.697036417302929,0.19448905086053403,nan
2,42,45,28,0.5436372323587992,0.33120783597361053,1.2118496801134802,0.6759241322242537,4.0,1.1023262739181519,0.5760364532470703,1.0,0.7851861477919836,0.4404386980909689,0.6981822749185446,0.1986644470787689,nan
2,42,45,29,0.5449634891930626,0.3305852124914852,1.217361405166476,0.6752882586816513,4.0,1.1020256280899048,0.5740548968315125,1.0,0.7761544895055497,0.41053250020735566,0.6929282543048162,0.1824673678082569,nan
2,42,45,30,0.5437155997128466,0.3302993019595417,1.2153056440915604,0.6733200302811169,4.0,1.101732850074768,0.5740618705749512,1.0,0.7858342413307076,0.4395728295242932,0.7015032928105285,0.19351538821706404,nan
2,42,45,31,0.5331254544216473,0.32997516461334897,1.1909420740135892,0.672610197004793,4.0,1.0953879356384277,0.5742798447608948,1.0,0.7801496779524909,0.43520686238120754,0.6982759446539595,0.20364931726968816,nan
